Date;USDCOP;BRENT
17/09/2018;3013.25;78.05
14/09/2018;3026;78.09
13/09/2018;3019.7;78.18
12/09/2018;3055;79.74
11/09/2018;3088;79.06
10/09/2018;3066;77.37
7/09/2018;3070.93;76.83
6/09/2018;3093.25;76.5
5/09/2018;3093.78;77.27
4/09/2018;3089.95;78.17
3/09/2018;3046.15;78.15
31/08/2018;3053.5;77.42
30/08/2018;3025;77.77
29/08/2018;3000;77.14
28/08/2018;2965;75.95
27/08/2018;2933.85;76.21
24/08/2018;2954.1;75.82
23/08/2018;2985.69;74.73
22/08/2018;2965.64;74.78
21/08/2018;2990.96;72.63
17/08/2018;3020;71.83
16/08/2018;3024.25;71.43
15/08/2018;3052.1;70.76
14/08/2018;3002.65;72.46
13/08/2018;3003.44;72.61
10/08/2018;2940.75;72.81
9/08/2018;2915.51;72.07
8/08/2018;2909;72.28
6/08/2018;2901.21;73.75
3/08/2018;2889.83;73.21
2/08/2018;2903.61;73.45
1/08/2018;2894.23;72.39
31/07/2018;2888.66;74.25
30/07/2018;2868.72;74.97
27/07/2018;2886.02;74.29
26/07/2018;2879.77;74.54
25/07/2018;2881.6;73.93
24/07/2018;2893.73;73.44
23/07/2018;2904.75;73.06
19/07/2018;2884;72.58
18/07/2018;2863.46;72.9
17/07/2018;2867.75;72.16
16/07/2018;2868.81;71.84
13/07/2018;2862;75.33
12/07/2018;2871.73;74.45
11/07/2018;2893.15;73.4
10/07/2018;2868.14;78.86
9/07/2018;2883.09;78.07
6/07/2018;2871.39;77.11
5/07/2018;2874.18;77.39
4/07/2018;2906.26;78.24
3/07/2018;2901.89;77.76
29/06/2018;2930.5;79.44
28/06/2018;2946.42;77.85
27/06/2018;2935.07;77.62
26/06/2018;2922.77;76.31
25/06/2018;2929.12;74.73
22/06/2018;2914.28;75.55
21/06/2018;2944.19;73.05
20/06/2018;2923.31;74.74
19/06/2018;2920.03;75.08
18/06/2018;2920.63;75.34
15/06/2018;2890.75;73.44
14/06/2018;2860.01;75.94
13/06/2018;2855.08;76.74
12/06/2018;2858.52;75.88
8/06/2018;2855.38;76.46
7/06/2018;2845.45;77.32
6/06/2018;2829;75.36
5/06/2018;2866.4;75.38
1/06/2018;2864.8;76.79
31/05/2018;2889.53;77.59
30/05/2018;2874.79;77.5
29/05/2018;2902.87;75.39
28/05/2018;2879;75.3
25/05/2018;2887.71;76.44
24/05/2018;2858;78.79
23/05/2018;2875.54;79.8
22/05/2018;2853.5;79.57
21/05/2018;2876.48;79.22
18/05/2018;2923.93;78.51
17/05/2018;2904.5;79.3
16/05/2018;2856.42;79.28
15/05/2018;2873.57;78.43
11/05/2018;2836.13;77.12
10/05/2018;2822.08;77.47
9/05/2018;2860.82;77.21
8/05/2018;2864.7;74.85
7/05/2018;2828.52;76.17
4/05/2018;2844.84;74.87
3/05/2018;2857.83;73.62
2/05/2018;2829.74;73.36
30/04/2018;2799.51;75.17
27/04/2018;2804.66;74.64
26/04/2018;2816.37;74.74
25/04/2018;2810.84;74
24/04/2018;2783.31;73.86
23/04/2018;2814.05;74.71
20/04/2018;2758.7;74.06
19/04/2018;2731.7;73.78
18/04/2018;2710.19;73.48
17/04/2018;2723.89;71.58
16/04/2018;2725.2;71.42
13/04/2018;2708.18;72.58
12/04/2018;2704.78;72.02
11/04/2018;2716.88;72.06
10/04/2018;2767.75;71.04
9/04/2018;2777.41;68.65
6/04/2018;2792.92;67.11
5/04/2018;2790.57;68.33
4/04/2018;2793.5;68.02
3/04/2018;2778.65;68.12
2/04/2018;2792.54;67.64
28/03/2018;2795.02;69.53
27/03/2018;2781.93;70.11
26/03/2018;2800.52;70.12
23/03/2018;2841.38;70.45
22/03/2018;2859.9;68.91
21/03/2018;2849.47;69.47
20/03/2018;2870.43;67.42
16/03/2018;2852.65;66.21
15/03/2018;2845.02;65.12
14/03/2018;2843.4;64.89
13/03/2018;2853.3;64.64
12/03/2018;2845.52;64.95
9/03/2018;2869.52;65.49
8/03/2018;2874.99;63.61
7/03/2018;2865.03;64.34
6/03/2018;2851.26;65.79
5/03/2018;2855.71;65.54
2/03/2018;2879.77;64.37
1/03/2018;2878.5;63.83
28/02/2018;2863.78;65.78
27/02/2018;2857.85;66.63
26/02/2018;2836.68;67.5
23/02/2018;2840.89;67.31
22/02/2018;2861.8;66.39
21/02/2018;2882.23;65.42
20/02/2018;2861.2;65.25
19/02/2018;2844.3;65.67
16/02/2018;2845.13;64.84
15/02/2018;2853.06;64.33
14/02/2018;2870.05;64.36
13/02/2018;2904.5;62.72
12/02/2018;2889.69;62.59
9/02/2018;2941.77;62.79
8/02/2018;2887;64.81
7/02/2018;2845.4;65.51
6/02/2018;2828.7;66.86
5/02/2018;2846.5;67.62
2/02/2018;2839.34;68.58
1/02/2018;2790.77;69.65
31/01/2018;2826.71;69.05
30/01/2018;2849.1;69.02
29/01/2018;2846.5;69.46
26/01/2018;2810.95;70.52
25/01/2018;2790.5;70.42
24/01/2018;2812.77;70.53
23/01/2018;2855.19;69.96
22/01/2018;2851.54;69.03
19/01/2018;2849.3;68.61
18/01/2018;2841.75;69.31
17/01/2018;2847.8;69.38
16/01/2018;2866.36;69.15
15/01/2018;2839.5;70.26
12/01/2018;2859.18;69.87
11/01/2018;2856.73;69.26
10/01/2018;2890.5;69.2
9/01/2018;2910.2;68.82
5/01/2018;2905.65;67.62
4/01/2018;2887.69;68.07
3/01/2018;2902.8;67.84
2/01/2018;2932.5;66.57
28/12/2017;2986.84;66.72
27/12/2017;2973.8;66.44
26/12/2017;2965.27;67.02
22/12/2017;2961.5;65.25
21/12/2017;2964.62;64.9
20/12/2017;2957.75;64.56
19/12/2017;2971.42;63.8
18/12/2017;2977.41;63.41
15/12/2017;2996.58;63.23
14/12/2017;2996.98;63.31
13/12/2017;3013.07;62.44
12/12/2017;3028.82;63.34
11/12/2017;3013.25;64.69
7/12/2017;3010.85;62.2
6/12/2017;3010.1;61.22
5/12/2017;2996.08;62.86
4/12/2017;2993.57;62.45
1/12/2017;3001.91;63.73
30/11/2017;3016.55;63.57
29/11/2017;3006.02;63.11
28/11/2017;3000.87;63.61
27/11/2017;2986.7;63.84
24/11/2017;2982.4;63.86
23/11/2017;2981.75;63.55
22/11/2017;2977.18;63.32
21/11/2017;2994.9;62.57
20/11/2017;3014.45;62.22
17/11/2017;3004.21;62.72
16/11/2017;3015.89;61.36
15/11/2017;3026.02;61.87
14/11/2017;3016.91;62.21
10/11/2017;3006.22;63.52
9/11/2017;3011.75;63.93
8/11/2017;3020.13;63.49
7/11/2017;3026.9;63.69
3/11/2017;3038.8;62.07
2/11/2017;3033.46;60.62
1/11/2017;3056.7;60.49
31/10/2017;3040.5;61.37
30/10/2017;3011.57;60.9
27/10/2017;3010.5;60.44
26/10/2017;3015.23;59.3
25/10/2017;2998.57;58.44
24/10/2017;2977.5;58.33
23/10/2017;2947.99;57.37
20/10/2017;2937.68;57.75
19/10/2017;2918.55;57.23
18/10/2017;2923.65;58.15
17/10/2017;2949.43;57.88
5/10/2017;2926.13;57
4/10/2017;2934.8;55.8
3/10/2017;2954.95;56
2/10/2017;2949.88;56.12
29/09/2017;2938.87;57.54
28/09/2017;2943.05;57.41
27/09/2017;2931.58;57.9
25/09/2017;2924.08;59.02
22/09/2017;2906.26;56.86
21/09/2017;2916.32;56.43
20/09/2017;2891.8;56.29
19/09/2017;2903.43;55.14
18/09/2017;2907.95;55.48
15/09/2017;2897.32;55.62
14/09/2017;2897.83;55.47
13/09/2017;2909.83;55.16
12/09/2017;2907.01;54.27
7/09/2017;2906.28;54.49
6/09/2017;2911.57;54.2
4/09/2017;2928.45;52.34
1/09/2017;2928.08;52.75
31/08/2017;2948.17;52.38
29/08/2017;2931.53;52
28/08/2017;2944.06;51.89
25/08/2017;2920.55;52.41
24/08/2017;2957.95;52.04
23/08/2017;2978.98;52.57
22/08/2017;2984.55;51.87
18/08/2017;2989.31;52.72
17/08/2017;2988.71;51.03
16/08/2017;2967.82;50.27
15/08/2017;2974.4;50.8
14/08/2017;2965.03;50.73
11/08/2017;2972.09;52.1
10/08/2017;2994.9;51.9
9/08/2017;3005.5;52.7
8/08/2017;2994.53;52.14
4/08/2017;2985.56;52.42
3/08/2017;2951.84;52.01
2/08/2017;2964.6;52.36
1/08/2017;2973;51.78
31/07/2017;2983.72;52.65
28/07/2017;2999.32;52.52
27/07/2017;3002.4;51.49
26/07/2017;3015.74;50.97
25/07/2017;3027.33;50.2
24/07/2017;3027.81;48.6
21/07/2017;3008.54;48.06
19/07/2017;3008.5;49.7
18/07/2017;3010.41;48.84
17/07/2017;3027.56;48.42
14/07/2017;3022.53;48.91
13/07/2017;3042.23;48.42
12/07/2017;3045.34;47.74
11/07/2017;3057.52;47.52
10/07/2017;3060.16;46.88
7/07/2017;3085.5;46.71
6/07/2017;3092.81;48.11
5/07/2017;3081.9;47.79
4/07/2017;3042.12;49.61
30/06/2017;3043.11;47.92
29/06/2017;3048;47.42
28/06/2017;3019.48;47.31
27/06/2017;3028.7;46.65
23/06/2017;3021.45;45.54
22/06/2017;3024.43;45.22
21/06/2017;3057.5;44.82
20/06/2017;3030.58;46.02
16/06/2017;2960.47;47.37
15/06/2017;2949.32;46.92
14/06/2017;2932.22;47
13/06/2017;2930.64;48.72
12/06/2017;2929.58;48.29
9/06/2017;2916.61;48.15
8/06/2017;2917.27;47.86
7/06/2017;2913.96;48.06
6/06/2017;2892.29;50.12
5/06/2017;2896;49.47
2/06/2017;2894.5;49.95
1/06/2017;2889.95;50.63
31/05/2017;2917.2;50.31
30/05/2017;2915.12;51.84
26/05/2017;2908.54;52.15
25/05/2017;2915.89;51.46
24/05/2017;2906.89;53.96
23/05/2017;2906.21;54.15
22/05/2017;2904.54;53.87
19/05/2017;2885.13;53.61
18/05/2017;2925.23;52.51
17/05/2017;2898.98;52.21
16/05/2017;2880.16;51.65
15/05/2017;2879.3;51.82
12/05/2017;2918.96;50.84
11/05/2017;2926.4;50.77
10/05/2017;2942.45;50.22
9/05/2017;2973.45;48.73
8/05/2017;2959.72;49.34
5/05/2017;2947.35;49.1
4/05/2017;2979.57;48.38
3/05/2017;2928.75;50.79
2/05/2017;2940.92;50.46
28/04/2017;2940.17;51.73
27/04/2017;2938.9;51.44
26/04/2017;2929.48;51.82
25/04/2017;2900.02;52.1
24/04/2017;2871.7;51.6
21/04/2017;2876.18;51.96
20/04/2017;2851.04;52.99
19/04/2017;2869.54;52.93
18/04/2017;2839.02;54.89
17/04/2017;2852.69;55.36
12/04/2017;2872.66;55.86
11/04/2017;2875.88;56.23
10/04/2017;2865.19;55.98
7/04/2017;2862.82;55.24
6/04/2017;2855.96;54.89
5/04/2017;2859.55;54.36
4/04/2017;2865.58;54.17
3/04/2017;2870.72;53.12
31/03/2017;2873.98;52.83
30/03/2017;2883.27;52.96
29/03/2017;2881.9;52.42
28/03/2017;2908.59;51.33
27/03/2017;2919.02;50.75
24/03/2017;2896.15;50.8
23/03/2017;2918.37;50.56
22/03/2017;2920.53;50.64
21/03/2017;2918.38;50.96
20/03/2017;2913.04;51.62
17/03/2017;2913.55;51.76
16/03/2017;2921.6;51.74
15/03/2017;2970.06;51.81
14/03/2017;2997.5;50.92
13/03/2017;2984.1;51.35
10/03/2017;2983.5;51.37
9/03/2017;2998.06;52.19
8/03/2017;2993.84;53.11
7/03/2017;2955.08;55.92
6/03/2017;2972.25;56.01
3/03/2017;2980.9;55.9
2/03/2017;2972.1;55.08
1/03/2017;2934.93;56.36
28/02/2017;2921.61;55.59
27/02/2017;2896.44;55.93
24/02/2017;2890.34;55.99
23/02/2017;2869.02;56.58
22/02/2017;2895.12;55.84
21/02/2017;2901.43;56.66
20/02/2017;2883.85;56.18
17/02/2017;2891.56;55.81
16/02/2017;2875.88;55.65
15/02/2017;2870;55.75
14/02/2017;2875.81;55.97
13/02/2017;2874.14;55.59
10/02/2017;2855.17;56.7
9/02/2017;2860.81;55.63
8/02/2017;2880.69;55.12
7/02/2017;2856.27;55.05
6/02/2017;2856.4;55.72
3/02/2017;2851.81;56.81
2/02/2017;2877.9;56.56
1/02/2017;2905.33;56.8
31/01/2017;2920.06;55.7
30/01/2017;2931.73;55.23
27/01/2017;2933.05;55.52
26/01/2017;2940.39;56.24
25/01/2017;2926.43;55.08
24/01/2017;2926.59;55.44
23/01/2017;2929.75;55.23
20/01/2017;2922.01;55.49
19/01/2017;2946.8;54.16
18/01/2017;2934.66;53.92
17/01/2017;2919.41;55.47
16/01/2017;2941.35;55.86
13/01/2017;2947.38;55.45
12/01/2017;2922.38;56.01
11/01/2017;2973.78;55.1
10/01/2017;2945.16;53.64
9/01/2017;2919.01;54.94
6/01/2017;2922.27;57.1
5/01/2017;2931.63;56.89
4/01/2017;2969.45;56.46
3/01/2017;2982.8;55.47
2/01/2017;3000.71;#N/D
30/12/2016;3000.71;56.82
29/12/2016;3002.5;56.14
28/12/2016;3026;56.22
27/12/2016;2997.6;56.09
26/12/2016;2996.6;#N/D
23/12/2016;2998.68;55.16
22/12/2016;2996.25;55.05
21/12/2016;2995.28;54.46
20/12/2016;2995.71;55.35
16/12/2016;3007.24;55.21
15/12/2016;3002.18;54.02
14/12/2016;2962.8;53.9
13/12/2016;2972.25;55.72
12/12/2016;2993.32;55.69
9/12/2016;3005.98;54.33
8/12/2016;3004;53.89
7/12/2016;3004.6;53
6/12/2016;3002.94;53.93
5/12/2016;3038.46;54.94
2/12/2016;3089.14;54.46
1/12/2016;3072.94;53.94
30/11/2016;3072.3;50.47
29/11/2016;3159.47;46.38
28/11/2016;3140.5;48.24
25/11/2016;3173;47.24
24/11/2016;3187.97;49
23/11/2016;3173.95;48.95
22/11/2016;3151.39;49.12
21/11/2016;3149.34;48.9
18/11/2016;3180.61;46.86
17/11/2016;3158.34;46.49
16/11/2016;3132.47;46.63
15/11/2016;3119.9;46.95
14/11/2016;3100.12;44.43
11/11/2016;3032.07;44.75
10/11/2016;3116.15;45.84
9/11/2016;3000.65;46.36
8/11/2016;2951.98;46.04
7/11/2016;3070.4;46.15
4/11/2016;3060.49;45.58
3/11/2016;3072.67;46.35
2/11/2016;3071.05;46.86
1/11/2016;3047.27;48.14
31/10/2016;3006.78;48.3
28/10/2016;2988.5;49.71
27/10/2016;2960;50.47
26/10/2016;2971.75;49.98
25/10/2016;2936.09;50.79
24/10/2016;2938.47;51.46
21/10/2016;2933.16;51.78
20/10/2016;2929.57;51.38
19/10/2016;2917.2;52.67
18/10/2016;2906.46;51.68
17/10/2016;2915.67;51.52
14/10/2016;2922.11;51.95
13/10/2016;2918.41;52.03
12/10/2016;2897.35;51.81
11/10/2016;2914.07;52.41
10/10/2016;2913.96;53.14
7/10/2016;2926.4;51.93
6/10/2016;2904.05;52.51
5/10/2016;2928.94;51.86
4/10/2016;2975.88;50.87
3/10/2016;2929.13;50.89
30/09/2016;2881.3;49.06
29/09/2016;2892.47;49.24
28/09/2016;2910.7;48.69
27/09/2016;2886.8;45.97
26/09/2016;2921.41;47.35
23/09/2016;2915.66;45.89
22/09/2016;2881.76;47.65
21/09/2016;2891.77;46.83
20/09/2016;2914.5;45.88
19/09/2016;2918.39;45.95
16/09/2016;2957.4;45.77
15/09/2016;2928.5;46.59
14/09/2016;2949.68;45.85
13/09/2016;2976.21;47.1
12/09/2016;2936.91;48.32
9/09/2016;2918.65;48.01
8/09/2016;2842.1;49.99
7/09/2016;2859.75;47.98
2/09/2016;2954.03;46.83
31/08/2016;2971.77;47.04
30/08/2016;2942.91;48.37
29/08/2016;2919.25;49.26
26/08/2016;2903.2;49.92
25/08/2016;2896.5;49.67
24/08/2016;2943;49.05
23/08/2016;2923;49.96
22/08/2016;2889.65;49.16
19/08/2016;2857.25;50.88
18/08/2016;2880.25;50.89
17/08/2016;2911.95;49.85
16/08/2016;2902.5;49.23
12/08/2016;2930.45;46.97
11/08/2016;2891.25;46.04
10/08/2016;2942.27;44.05
9/08/2016;2986.04;44.98
8/08/2016;2998.43;45.39
5/08/2016;3037.5;44.27
4/08/2016;3083.25;44.29
3/08/2016;3094.72;43.1
2/08/2016;3102.29;41.8
1/08/2016;3088.18;42.14
29/07/2016;3070.88;42.46
28/07/2016;3094;42.7
27/07/2016;3084.85;43.47
26/07/2016;3058.3;44.87
25/07/2016;3013.48;44.72
22/07/2016;2950.65;45.69
21/07/2016;2942.31;46.2
20/07/2016;2928.49;47.17
19/07/2016;2927.98;46.66
18/07/2016;2921.06;46.96
15/07/2016;2923.47;47.61
14/07/2016;2916.66;47.37
13/07/2016;2937.15;46.26
12/07/2016;2919.5;48.47
11/07/2016;2936.31;46.25
8/07/2016;2933.32;46.76
7/07/2016;2987.35;46.4
6/07/2016;3001.73;48.8
5/07/2016;2981.81;47.96
4/07/2016;2932.91;50.1
1/07/2016;2932.91;50.35
30/06/2016;2920.46;49.68
29/06/2016;2915.6;50.61
28/06/2016;2981.27;48.58
27/06/2016;3057.7;47.16
24/06/2016;2972;48.41
23/06/2016;2897.31;50.91
22/06/2016;2919.35;49.88
21/06/2016;2975.6;50.62
20/06/2016;2974.07;50.65
17/06/2016;3009.68;49.17
16/06/2016;3016.19;47.19
15/06/2016;2977.34;48.97
14/06/2016;3006.94;49.83
13/06/2016;2997;50.35
10/06/2016;2970.73;50.54
9/06/2016;2939.5;51.95
8/06/2016;2924.65;52.51
7/06/2016;2941.88;51.44
6/06/2016;3020;50.55
3/06/2016;3019.69;49.64
2/06/2016;3085.83;50.04
1/06/2016;3112.9;49.72
31/05/2016;3090.93;49.69
30/05/2016;3069;49.76
27/05/2016;3071.1;49.32
26/05/2016;3060;49.59
25/05/2016;3060.48;49.74
24/05/2016;3054.2;48.61
23/05/2016;3060.25;48.35
20/05/2016;3052;48.72
19/05/2016;3057.24;48.81
18/05/2016;3024.7;48.93
17/05/2016;3013.1;49.28
16/05/2016;3028.05;48.97
13/05/2016;2992.5;47.83
12/05/2016;2946.47;48.08
11/05/2016;2939.21;47.6
10/05/2016;2974.43;45.52
9/05/2016;2958;43.63
6/05/2016;2957.96;45.37
5/05/2016;2953.81;45.01
4/05/2016;2954.65;44.62
3/05/2016;2914.25;44.97
2/05/2016;2835.13;45.83
29/04/2016;2850.04;48.13
28/04/2016;2875.5;48.14
27/04/2016;2933.88;47.18
26/04/2016;2954.93;45.74
25/04/2016;2967.2;44.48
22/04/2016;2946.89;45.11
21/04/2016;2941.85;44.53
20/04/2016;2897.49;45.8
19/04/2016;2899.05;44.03
18/04/2016;2969.57;42.91
15/04/2016;2997.46;43.1
14/04/2016;2994.64;43.84
13/04/2016;3007.93;44.18
12/04/2016;3019.05;44.69
11/04/2016;3053.76;42.83
8/04/2016;3093.65;41.94
7/04/2016;3106.75;39.43
6/04/2016;3081;39.84
5/04/2016;3084.55;37.87
4/04/2016;3064.07;37.69
1/04/2016;3036.05;38.67
31/03/2016;3002.14;39.6
30/03/2016;3014;39.26
29/03/2016;3058.52;39.14
28/03/2016;3026.05;40.27
23/03/2016;3069.75;40.47
22/03/2016;3030.5;41.79
18/03/2016;3071.8;41.2
17/03/2016;3073.74;41.54
16/03/2016;3160.7;40.33
15/03/2016;3163.85;38.74
14/03/2016;3153.37;39.53
11/03/2016;3151.07;40.39
10/03/2016;3224.5;40.05
9/03/2016;3186.2;41.07
8/03/2016;3207.25;39.65
7/03/2016;3114.5;40.84
4/03/2016;3156.3;38.72
3/03/2016;3194.04;37.07
2/03/2016;3205.35;36.93
1/03/2016;3228.96;36.81
29/02/2016;3292.9;35.97
26/02/2016;3341.38;35.1
25/02/2016;3313.67;35.29
24/02/2016;3340.35;34.41
23/02/2016;3328;33.27
22/02/2016;3310.8;34.69
19/02/2016;3356.5;33.01
18/02/2016;3343.42;34.28
17/02/2016;3360.39;34.5
16/02/2016;3414.98;32.18
15/02/2016;3383;33.39
12/02/2016;3382.75;33.36
11/02/2016;3440;30.06
10/02/2016;3391.75;30.84
9/02/2016;3393.52;30.32
8/02/2016;3369.43;32.88
5/02/2016;3333.49;34.06
4/02/2016;3319.7;34.46
3/02/2016;3375.14;35.04
2/02/2016;3393.5;32.72
1/02/2016;3327.5;34.24
29/01/2016;3284.55;34.74
28/01/2016;3281.75;33.89
27/01/2016;3355.68;33.1
26/01/2016;3365.7;31.8
25/01/2016;3398.5;30.5
22/01/2016;3307.5;32.18
21/01/2016;3318.93;29.25
20/01/2016;3395.85;27.88
19/01/2016;3310;28.76
18/01/2016;3301.15;28.55
15/01/2016;3302.34;28.94
14/01/2016;3231.2;31.03
13/01/2016;3254.94;30.31
12/01/2016;3275.29;30.86
11/01/2016;3265.01;31.55
8/01/2016;3266.02;33.55
7/01/2016;3272.18;33.75
6/01/2016;3256.75;34.23
5/01/2016;3211.75;36.42
4/01/2016;3219.02;37.22
31/12/2015;3174.5;37.28
30/12/2015;3175.52;36.46
29/12/2015;3169.5;37.79
28/12/2015;3174.25;36.62
24/12/2015;3189.8;37.89
23/12/2015;3213.7;37.36
22/12/2015;3313.84;36.11
21/12/2015;3328.35;36.35
18/12/2015;3329.45;36.88
17/12/2015;3347.39;37.06
16/12/2015;3335.55;37.19
15/12/2015;3315.3;38.45
14/12/2015;3351.05;37.92
11/12/2015;3332.5;37.93
10/12/2015;3247.77;39.73
9/12/2015;3284.55;40.11
7/12/2015;3306.28;40.73
4/12/2015;3201.88;43
3/12/2015;3142.52;43.84
2/12/2015;3162.7;42.49
1/12/2015;3124.02;44.44
30/11/2015;3146.25;44.61
27/11/2015;3106.43;44.86
26/11/2015;3095.5;45.46
25/11/2015;3086.25;46.17
24/11/2015;3068.77;46.12
23/11/2015;3094.57;44.83
20/11/2015;3063;44.66
19/11/2015;3073.99;44.18
18/11/2015;3103.6;44.14
17/11/2015;3078.5;43.57
16/11/2015;3076.16;44.56
13/11/2015;3075.25;43.61
12/11/2015;3036.94;44.06
11/11/2015;2942;45.81
10/11/2015;2942.1;47.44
9/11/2015;2925.95;47.19
6/11/2015;2891.4;47.42
5/11/2015;2858.93;47.98
4/11/2015;2837;48.58
3/11/2015;2798.08;50.54
30/10/2015;2896.7;49.56
29/10/2015;2915.65;48.8
28/10/2015;2919.2;49.05
27/10/2015;2948.95;46.81
26/10/2015;2928;47.54
23/10/2015;2916.4;47.99
22/10/2015;2904.11;48.08
21/10/2015;2960.95;47.85
20/10/2015;2936.43;48.71
19/10/2015;2919.25;48.61
16/10/2015;2883.6;50.46
15/10/2015;2894;48.71
14/10/2015;2926;49.15
13/10/2015;2910.82;49.24
12/10/2015;2869.1;49.86
9/10/2015;2869.5;52.65
8/10/2015;2871.25;53.05
7/10/2015;2899.82;51.33
6/10/2015;2913.71;51.92
5/10/2015;2961.98;49.25
2/10/2015;3018.8;48.13
1/10/2015;3062.52;47.69
30/09/2015;3087.42;48.37
29/09/2015;3111.04;48.23
28/09/2015;3121.08;47.34
25/09/2015;3073.98;48.6
24/09/2015;3107;48.17
23/09/2015;3117.05;47.75
22/09/2015;3072.32;49.08
21/09/2015;3009.52;48.92
18/09/2015;2985;47.47
17/09/2015;2980;49.08
16/09/2015;2966.29;49.75
15/09/2015;3023.45;46.63
14/09/2015;3027.85;46.37
11/09/2015;3043;48.14
10/09/2015;3051;48.89
9/09/2015;3113.02;47.58
8/09/2015;3114.12;49.52
7/09/2015;3160.13;47.63
4/09/2015;3126.07;49.61
3/09/2015;3108.73;50.68
2/09/2015;3173.2;50.5
1/09/2015;3112.25;49.56
31/08/2015;3052.5;54.15
28/08/2015;3075.74;50.05
27/08/2015;3163.05;47.56
26/08/2015;3261.7;43.14
25/08/2015;3208.45;43.21
24/08/2015;3237.38;42.69
21/08/2015;3107.95;45.46
20/08/2015;3062.34;46.62
19/08/2015;3023.05;47.16
18/08/2015;3003.57;48.81
17/08/2015;2998;48.74
14/08/2015;2993;49.03
13/08/2015;2983.05;49.22
12/08/2015;2939.5;49.66
11/08/2015;2942.82;49.18
10/08/2015;2908.69;50.41
7/08/2015;2937.5;48.61
6/08/2015;2938.68;49.52
5/08/2015;2950.75;49.59
4/08/2015;2923.25;49.99
3/08/2015;2917.73;49.52
31/07/2015;2880.45;52.21
30/07/2015;2877.68;53.31
29/07/2015;2849.5;53.38
28/07/2015;2860.02;53.3
27/07/2015;2861.48;53.47
24/07/2015;2852.88;54.62
23/07/2015;2832.9;55.27
22/07/2015;2790.47;56.13
21/07/2015;2769.89;57.04
17/07/2015;2761.4;57.1
16/07/2015;2737.75;57.51
15/07/2015;2715.95;57.05
14/07/2015;2686.35;58.51
13/07/2015;2685.75;57.85
10/07/2015;2673.27;58.73
9/07/2015;2675.15;58.61
8/07/2015;2683.6;57.05
7/07/2015;2691.25;56.85
6/07/2015;2669.45;56.54
3/07/2015;2636.9;60.32
2/07/2015;2632.38;62.07
1/07/2015;2639.65;62.01
30/06/2015;2606.59;63.59
26/06/2015;2583.65;63.26
25/06/2015;2560.65;63.2
24/06/2015;2564.64;63.49
23/06/2015;2548.81;64.45
22/06/2015;2535.79;63.34
19/06/2015;2553.4;63.02
18/06/2015;2542.28;64.26
17/06/2015;2550;63.87
16/06/2015;2538.5;63.7
15/06/2015;2536.5;62.61
12/06/2015;2526.48;63.87
11/06/2015;2531.55;65.11
10/06/2015;2526.66;65.7
9/06/2015;2556.6;64.88
8/06/2015;2607.5;62.69
5/06/2015;2623.06;63.31
4/06/2015;2591.47;62.03
3/06/2015;2578.15;63.8
2/06/2015;2558.41;65.49
1/06/2015;2561.52;64.88
29/05/2015;2531.42;65.56
28/05/2015;2536.83;62.58
27/05/2015;2534.85;62.06
26/05/2015;2545.35;63.72
25/05/2015;2489.5;65.52
22/05/2015;2491.66;65.37
21/05/2015;2481.91;66.54
20/05/2015;2496.8;65.03
19/05/2015;2486.95;64.02
18/05/2015;2433;66.27
15/05/2015;2414.75;66.81
14/05/2015;2389.47;66.59
13/05/2015;2388.4;66.81
12/05/2015;2381.82;66.86
11/05/2015;2386.93;64.91
8/05/2015;2355.02;65.39
7/05/2015;2371.02;65.54
6/05/2015;2360.74;67.77
5/05/2015;2389.22;67.52
4/05/2015;2405.9;66.45
1/05/2015;2391.5;66.46
30/04/2015;2382.6;66.78
29/04/2015;2379;65.84
28/04/2015;2398.6;64.64
27/04/2015;2412.41;64.83
24/04/2015;2453.75;65.28
23/04/2015;2468.27;64.85
22/04/2015;2490.09;62.73
21/04/2015;2470.6;62.08
20/04/2015;2485.1;63.45
17/04/2015;2499.73;63.45
16/04/2015;2482.18;63.98
15/04/2015;2508.15;60.32
14/04/2015;2556.21;58.43
13/04/2015;2558.5;57.93
10/04/2015;2509;57.87
9/04/2015;2498;56.57
8/04/2015;2490.1;55.55
7/04/2015;2509.5;59.1
6/04/2015;2534;58.12
1/04/2015;2581;57.1
31/03/2015;2599.9;55.11
